run_id,sequence_id,configuration_id,variant,subset_case_id,data_mode,synthetic_data_used,semisynthetic_data_used,native_status,native_failure_classification,dof,coverage_definition,selection,segment_id,count,missing_nonfinite_or_negative_count,negative_count,nis_mean,nis_p95,nis_coverage_95,nis_selection_coverage,chi2_lower,chi2_upper,status
BY2__F04__R5SIGMA__SEQUENCE,BY2,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,1,Central 95 percent chi-square interval; no new gate,"After scheme-C, before SA scaling: dz^T (HPH^T+R_schemeC)^-1 dz, used_innovation_covariance=1 and dof=1",full,1348,0,0,1.4450091473368696,5.889357986034994,0.9050445103857567,0.9846603360116873,0.0009820691171752555,5.023886187314888,AVAILABLE
BY2__F04__R5SIGMA__SEQUENCE,BY2,F04,R5SIGMA,,real_raw,False,False,COMPLETED,NONE,1,Central 95 percent chi-square interval; no new gate,"After scheme-C, before SA scaling: dz^T (HPH^T+R_schemeC)^-1 dz, used_innovation_covariance=1 and dof=1",outside,1348,0,0,1.4450091473368696,5.889357986034994,0.9050445103857567,0.9846603360116873,0.0009820691171752555,5.023886187314888,AVAILABLE
BY2__F04__R5W__SEQUENCE,BY2,F04,R5W,,real_raw,False,False,COMPLETED,NONE,1,Central 95 percent chi-square interval; no new gate,"After scheme-C, before SA scaling: dz^T (HPH^T+R_schemeC)^-1 dz, used_innovation_covariance=1 and dof=1",full,1348,0,0,1.4803869031565282,6.243230120504998,0.9050445103857567,0.9846603360116873,0.0009820691171752555,5.023886187314888,AVAILABLE
BY2__F04__R5W__SEQUENCE,BY2,F04,R5W,,real_raw,False,False,COMPLETED,NONE,1,Central 95 percent chi-square interval; no new gate,"After scheme-C, before SA scaling: dz^T (HPH^T+R_schemeC)^-1 dz, used_innovation_covariance=1 and dof=1",outside,1348,0,0,1.4803869031565282,6.243230120504998,0.9050445103857567,0.9846603360116873,0.0009820691171752555,5.023886187314888,AVAILABLE
BY2__F02__B3__SEQUENCE,BY2,F02,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),full,1369,0,0,16.275895901313095,57.48738274206799,0.6683710737764792,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
BY2__F02__B3__SEQUENCE,BY2,F02,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),outside,1369,0,0,16.275895901313095,57.48738274206799,0.6683710737764792,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
BY2__A04__B3__SEQUENCE,BY2,A04,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),full,1369,0,0,15.927900926981588,57.3012807734191,0.6742147552958364,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
BY2__A04__B3__SEQUENCE,BY2,A04,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),outside,1369,0,0,15.927900926981588,57.3012807734191,0.6742147552958364,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
BY2__F04__B3__SEQUENCE,BY2,F04,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),full,1369,0,0,16.09328698595924,57.510696145735146,0.6720233747260774,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
BY2__F04__B3__SEQUENCE,BY2,F04,B3,,real_raw,False,False,COMPLETED,NONE,3,Central 95 percent chi-square interval; no new gate,Before B3 NIS gate and SA: (dz-Hdx)^T (HPH^T+R_QA)^-1 (dz-Hdx),outside,1369,0,0,16.09328698595924,57.510696145735146,0.6720233747260774,1.0,0.21579528262389785,9.348403604496148,AVAILABLE
